from,default-currency_for_amounts,total_commitments,total_disbursements,total_reimbursements,total_expenditure,start-planned_iso-date,start-planned,Start-actual-year,start-actual,end-planned_iso-date,end-planned,end-actual_iso-date,end-actual,implementing-organisations,recipient-country_codes,recipient-countries,activity-status,collaboration-type,default-aid-type
GB,GBP,28606420,21955447,0,6650973,2008-07-01,2008-07-01,2008,2008-07-01,2013-06-30,2013-06-30,2013-06-30,2013-06-30,NON-GOVERNMENTAL ORGANISATIONS (NGOs) AND CIVIL SOCIETY,BD,Bangladesh,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,283289,0,0,281291,2008-07-01,2008-07-01,2008,2008-07-01,2013-06-30,2013-06-30,2013-06-30,2013-06-30,Other.,BD,Bangladesh,Post-completion,Bilateral,Project-type interventions
GB,GBP,500000,500000,0,0,2011-04-01,2011-04-01,2011,2011-04-01,2012-09-30,2012-09-30,2012-09-30,2012-09-30,NON-GOVERNMENTAL ORGANISATIONS (NGOs) AND CIVIL SOCIETY,BD,Bangladesh,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,11244929,7140331,0,4104591,2008-03-01,2008-03-01,2008,2008-03-01,2013-03-15,2013-03-15,2013-03-15,2013-03-15,Third Country Government (Delegated co-operation),BD,Bangladesh,Post-completion,Bilateral,Basket funds/pooled funding
GB,GBP,372601,0,0,372545,2008-03-01,2008-03-01,2008,2008-03-01,2013-03-15,2013-03-15,2013-03-15,2013-03-15,Other.,BD,Bangladesh,Post-completion,Bilateral,Project-type interventions
GB,GBP,2446782,0,0,1230041,2008-09-02,2008-09-02,2008,2008-09-02,2014-12-31,2014-12-31,,,Other.,BD,Bangladesh,Implementation,Bilateral,Project-type interventions
GB,GBP,7604928,6584387,0,1020540,2008-09-02,2008-09-02,2008,2008-09-02,2017-12-31,2017-12-31,,,International Bank for Reconstruction and Development,BD,Bangladesh,Implementation,Bilateral,Project-type interventions
GB,GBP,12000000,7000000,0,1500000,2008-09-02,2008-09-02,2008,2008-09-02,2014-12-31,2014-12-31,,,United Nations Development Programme,BD,Bangladesh,Implementation,Bilateral,Project-type interventions
GB,GBP,231993,1404,0,230589,2008-09-02,2008-09-02,2008,2008-09-02,2014-12-31,2014-12-31,,,INTERNATIONAL NGO,BD,Bangladesh,Implementation,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,38000,0,0,38000,2008-09-02,2008-09-02,2008,2008-09-02,2014-12-31,2014-12-31,,,"University, college or other teaching institution, research institute or think-tank",BD,Bangladesh,Implementation,Bilateral,Project-type interventions
GB,GBP,562248,447933,0,100000,2008-09-02,2008-09-02,2008,2008-09-02,2014-12-31,2014-12-31,,,International Institute for Environment and Development,BD,Bangladesh,Implementation,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,51595072,35415613,0,0,2008-09-02,2008-09-02,2008,2008-09-02,2014-12-31,2014-12-31,,,International Bank for Reconstruction and Development,BD,Bangladesh,Implementation,Bilateral,Project-type interventions
GB,GBP,539546,539062,0,0,2008-09-02,2008-09-02,2008,2008-09-02,2014-12-31,2014-12-31,,,INTERNATIONAL NGO,BD,Bangladesh,Implementation,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,34978,0,0,21397,2012-04-17,2012-04-17,2012,2012-04-17,2014-12-31,2014-12-31,,,Other.,BD,Bangladesh,Implementation,Bilateral,Project-type interventions
GB,GBP,12042622,0,0,8398207,2009-09-01,2009-09-01,2009,2009-09-01,2016-04-30,2016-04-30,,,Other.,BD,Bangladesh,Implementation,Bilateral,Project-type interventions
GB,GBP,46035875,0,0,38740286,2009-11-01,2009-11-01,2009,2009-11-01,2016-04-30,2016-04-30,,,Other.,BD,Bangladesh,Implementation,Bilateral,Project-type interventions
GB,GBP,11481478,0,0,7885860,2009-09-01,2009-09-01,2009,2009-09-01,2016-04-30,2016-04-30,,,Other.,BD,Bangladesh,Implementation,Bilateral,Project-type interventions
GB,GBP,281826,0,0,91663,2009-09-01,2009-09-01,2009,2009-09-01,2016-04-30,2016-04-30,,,Other.,BD,Bangladesh,Implementation,Bilateral,Project-type interventions
GB,GBP,419577,0,0,145800,2012-04-25,2012-04-25,2012,2012-04-25,2016-04-30,2016-04-30,,,Other.,BD,Bangladesh,Implementation,Bilateral,Project-type interventions
GB,GBP,1615189,0,0,600147,2012-04-25,2012-04-25,2012,2012-04-25,2016-04-30,2016-04-30,,,Other.,BD,Bangladesh,Implementation,Bilateral,Project-type interventions
GB,GBP,704218,0,0,250621,2012-04-25,2012-04-25,2012,2012-04-25,2016-04-30,2016-04-30,,,Other.,BD,Bangladesh,Implementation,Bilateral,Project-type interventions
GB,GBP,438926,0,0,29292,2012-01-01,2012-01-01,2012,2012-01-01,2016-04-30,2016-04-30,,,Other.,BD,Bangladesh,Implementation,Bilateral,Project-type interventions
GB,GBP,500000,0,0,499940,2012-01-31,2012-01-31,2012,2012-01-31,2014-03-31,2014-03-31,2014-03-31,2014-03-31,Other.,BD,Bangladesh,Implementation,Bilateral,Project-type interventions
GB,GBP,44173,0,0,44173,2008-07-01,2008-07-01,2008,2008-07-01,2012-03-31,2012-03-31,2012-03-31,2012-03-31,Donor country-based NGO,BD,Bangladesh,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,144461,0,0,144461,2008-07-01,2008-07-01,2008,2008-07-01,2012-03-31,2012-03-31,2012-03-31,2012-03-31,Donor country-based NGO,BD,Bangladesh,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,7423,0,0,7422,2008-04-01,2008-04-01,2008,2008-04-01,2013-03-31,2013-03-31,2013-03-31,2013-03-31,Donor country-based NGO,BD,Bangladesh,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,43283,0,0,43281,2008-04-01,2008-04-01,2008,2008-04-01,2013-03-31,2013-03-31,2013-03-31,2013-03-31,Donor country-based NGO,BD,Bangladesh,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,500000,155000,0,345000,2008-07-01,2008-07-01,2008,2008-07-01,2011-03-01,2011-03-01,2011-03-01,2011-03-01,Developing country-based NGO,BD,Bangladesh,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,959737,209522,0,817395,2008-07-01,2008-07-01,2008,2008-07-01,2011-03-01,2011-03-01,2011-03-01,2011-03-01,Other.,BD,Bangladesh,Post-completion,Bilateral,Project-type interventions
GB,GBP,2992064,2992064,0,0,2008-07-01,2008-07-01,2008,2008-07-01,2011-03-01,2011-03-01,2011-03-01,2011-03-01,World Food Programme,BD,Bangladesh,Post-completion,Bilateral,Project-type interventions
GB,GBP,3545,3545,0,0,2008-07-01,2008-07-01,2008,2008-07-01,2011-03-01,2011-03-01,2011-03-01,2011-03-01,Other.,BD,Bangladesh,Post-completion,Bilateral,Project-type interventions
GB,GBP,95000,95000,0,0,2008-07-01,2008-07-01,2008,2008-07-01,2011-03-01,2011-03-01,2011-03-01,2011-03-01,Developing country-based NGO,BD,Bangladesh,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,116116,0,0,107796,2007-05-01,2007-05-01,2007,2007-05-01,2012-04-30,2012-04-30,2012-04-30,2012-04-30,Other.,BD,Bangladesh,Post-completion,Bilateral,Project-type interventions
GB,GBP,7054887,4250000,0,2804887,2009-01-01,2009-01-01,2009,2009-01-01,2012-06-30,2012-06-30,2012-06-30,2012-06-30,Developing country-based NGO,BD,Bangladesh,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,13945,0,0,13946,2010-01-01,2010-01-01,2010,2010-01-01,2010-03-31,2010-03-31,2010-03-31,2010-03-31,Other.,BD,Bangladesh,Implementation,Bilateral,Project-type interventions
GB,GBP,11700000,11400000,0,0,2010-01-01,2010-01-01,2010,2010-01-01,2015-03-31,2015-03-31,,,Third Country Government (Delegated co-operation),BD,Bangladesh,Implementation,Bilateral,Basket funds/pooled funding
GB,GBP,302635,302633,0,0,2010-01-01,2010-01-01,2010,2010-01-01,2014-12-31,2014-12-31,,,Donor country-based NGO,BD,Bangladesh,Implementation,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,6187000,5831613,0,355384,2010-01-01,2010-01-01,2010,2010-01-01,2015-03-31,2015-03-31,,,Developing country-based NGO,BD,Bangladesh,Implementation,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,5213787,5213786,0,0,2010-01-01,2010-01-01,2010,2010-01-01,2015-03-31,2015-03-31,,,United Nations Development Programme,BD,Bangladesh,Implementation,Bilateral,Project-type interventions
GB,GBP,26568,0,0,26568,2010-01-01,2010-01-01,2010,2010-01-01,2015-03-31,2015-03-31,,,Other.,BD,Bangladesh,Implementation,Bilateral,Basket funds/pooled funding
GB,GBP,230000,230000,0,0,2010-01-01,2010-01-01,2010,2010-01-01,2015-03-31,2015-03-31,,,Developing country-based NGO,BD,Bangladesh,Implementation,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,166500,166500,0,0,2012-04-26,2012-04-26,2012,2012-04-26,2012-12-31,2012-12-31,2012-12-31,2012-12-31,INTERNATIONAL NGO,BD,Bangladesh,Implementation,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,1075628,875628,0,0,2013-01-01,2013-01-01,2013,2013-01-01,2014-12-31,2014-12-31,,,INTERNATIONAL NGO,BD,Bangladesh,Implementation,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,95740,0,0,78312,2012-07-19,2012-07-19,2012,2012-07-19,2015-03-31,2015-03-31,,,Other.,BD,Bangladesh,Implementation,Bilateral,Project-type interventions
GB,GBP,1000000,1000000,0,0,2013-07-01,2013-07-01,2013,2013-07-01,2015-03-31,2015-03-31,,,United Nations Development Programme,BD,Bangladesh,Implementation,Bilateral,Basket funds/pooled funding
GB,GBP,82793,0,0,82793,2013-04-01,2013-04-01,2013,2013-04-01,2014-03-31,2014-03-31,2014-03-31,2014-03-31,Other.,BD,Bangladesh,Implementation,Bilateral,Project-type interventions
GB,GBP,105400,0,0,20434,2014-05-26,2014-05-26,2014,2014-05-26,2014-08-31,2014-08-31,2014-08-31,2014-08-31,,BD,Bangladesh,Implementation,Bilateral,Project-type interventions
GB,GBP,91809,0,0,91809,2009-06-01,2009-06-01,2009,2009-06-01,2010-01-31,2010-01-31,2010-01-31,2010-01-31,Donor country-based NGO,BD,Bangladesh,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,13403,0,0,13403,2009-11-02,2009-11-02,2009,2009-11-02,2010-02-28,2010-02-28,2010-02-28,2010-02-28,Other.,BD,Bangladesh,Post-completion,Bilateral,Project-type interventions
GB,GBP,28500000,10000000,0,18500000,2009-07-01,2009-07-01,2009,2009-07-01,2011-03-31,2011-03-31,2011-03-31,2011-03-31,Developing country-based NGO,BD,Bangladesh,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,45000,0,0,45000,2009-07-01,2009-07-01,2009,2009-07-01,2010-03-31,2010-03-31,2010-03-31,2010-03-31,"University, college or other teaching institution, research institute or think-tank",BD,Bangladesh,Post-completion,Bilateral,Project-type interventions
GB,GBP,250000,0,0,250000,2009-09-09,2009-09-09,2009,2009-09-09,2010-03-09,2010-03-09,2010-03-09,2010-03-09,Centre for Health and Population Research,BD,Bangladesh,Post-completion,Bilateral,Project-type interventions
GB,GBP,158911,0,0,158911,2009-07-01,2009-07-01,2009,2009-07-01,2010-03-31,2010-03-31,2010-03-31,2010-03-31,Donor country-based NGO,BD,Bangladesh,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,15130,0,0,15130,2009-09-21,2009-09-21,2009,2009-09-21,2009-11-30,2009-11-30,2009-11-30,2009-11-30,Other.,BD,Bangladesh,Post-completion,Bilateral,Project-type interventions
GB,GBP,3099999,0,0,141278,2009-11-04,2009-11-04,2009,2009-11-04,2016-03-31,2016-03-31,,,Other.,BD,Bangladesh,Implementation,Bilateral,Project-type interventions
GB,GBP,223000000,167059823,0,0,2009-11-04,2009-11-04,2009,2009-11-04,2016-03-31,2016-03-31,,,Developing country-based NGO,BD,Bangladesh,Implementation,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,1140000,866665,0,100000,2009-04-01,2009-04-01,2009,2009-04-01,2015-12-01,2015-12-01,,,United Nations Development Programme,BD,Bangladesh,Implementation,Bilateral,Project-type interventions
GB,GBP,312878,0,0,49030,2009-04-01,2009-04-01,2009,2009-04-01,2012-12-01,2012-12-01,2012-12-01,2012-12-01,Other.,BD,Bangladesh,Implementation,Bilateral,Project-type interventions
GB,GBP,2922,0,0,2907,2009-12-01,2009-12-01,2009,2009-12-01,2011-02-28,2011-02-28,2011-02-28,2011-02-28,Other.,BD,Bangladesh,Post-completion,Bilateral,Project-type interventions
GB,GBP,146182,0,0,149299,2010-01-01,2010-01-01,2010,2010-01-01,2011-06-30,2011-06-30,2011-06-30,2011-06-30,Other.,BD,Bangladesh,Implementation,Bilateral,Project-type interventions
GB,GBP,71099,71099,0,0,2011-01-01,2011-01-01,2011,2011-01-01,2011-08-31,2011-08-31,2011-08-31,2011-08-31,INTERNATIONAL NGO,BD,Bangladesh,Implementation,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,87420000,62710000,0,0,2011-07-01,2011-07-01,2011,2011-07-01,2016-06-30,2016-06-30,,,International Bank for Reconstruction and Development,BD,Bangladesh,Implementation,Bilateral,Project-type interventions
GB,GBP,6000000,3500000,0,0,2011-07-01,2011-07-01,2011,2011-07-01,2016-06-30,2016-06-30,,,International Bank for Reconstruction and Development,BD,Bangladesh,Implementation,Bilateral,Project-type interventions
GB,GBP,9843000,0,0,1173825,2011-07-01,2011-07-01,2011,2011-07-01,2016-06-30,2016-06-30,,,Other.,BD,Bangladesh,Implementation,Bilateral,Project-type interventions
GB,GBP,1568701,0,0,299224,2011-07-01,2011-07-01,2011,2011-07-01,2016-06-30,2016-06-30,,,Other.,BD,Bangladesh,Implementation,Bilateral,Project-type interventions
GB,GBP,8999999,521048,0,127,2011-07-01,2011-07-01,2011,2011-07-01,2016-06-30,2016-06-30,,,Other.,BD,Bangladesh,Implementation,Bilateral,Project-type interventions
GB,GBP,44117,0,0,17429,2011-12-01,2011-12-01,2011,2011-12-01,2016-06-30,2016-06-30,,,Donor Government,BD,Bangladesh,Implementation,Bilateral,Project-type interventions
GB,GBP,816900,0,0,41117,2011-07-01,2011-07-01,2011,2011-07-01,2016-06-30,2016-06-30,,,Other.,BD,Bangladesh,Implementation,Bilateral,Project-type interventions
GB,GBP,5000000,1043348,0,0,2012-04-30,2012-04-30,2012,2012-04-30,2016-04-30,2016-04-30,,,"University, college or other teaching institution, research institute or think-tank",BD,Bangladesh,Implementation,Bilateral,Project-type interventions
GB,GBP,340000,340000,0,0,2012-12-01,2012-12-01,2012,2012-12-01,2013-11-30,2013-11-30,2013-11-30,2013-11-30,World Health Organisation - core voluntary contributions account,BD,Bangladesh,Implementation,Bilateral,Basket funds/pooled funding
GB,GBP,18000000,0,0,391902,2010-06-13,2010-06-13,2010,2010-06-13,2017-12-31,2017-12-31,,,Other.,BD,Bangladesh,Implementation,Bilateral,Project-type interventions
GB,GBP,150000,0,0,58458,2010-09-19,2010-09-19,2010,2010-09-19,2011-12-31,2011-12-31,2011-12-31,2011-12-31,Other.,BD,Bangladesh,Implementation,Bilateral,Project-type interventions
GB,GBP,75000000,46000000,0,0,2011-07-01,2011-07-01,2011,2011-07-01,2016-06-30,2016-06-30,,,Recipient Government,BD,Bangladesh,Implementation,Bilateral,Project-type interventions
GB,GBP,16500000,15000000,0,0,2011-07-01,2011-07-01,2011,2011-07-01,2016-06-30,2016-06-30,,,Recipient Government,BD,Bangladesh,Implementation,Bilateral,Project-type interventions
GB,GBP,16500000,12000000,0,0,2011-07-01,2011-07-01,2011,2011-07-01,2016-06-30,2016-06-30,,,Recipient Government,BD,Bangladesh,Implementation,Bilateral,Project-type interventions
GB,GBP,6318424,847145,0,0,2011-07-01,2011-07-01,2011,2011-07-01,2016-06-30,2016-06-30,,,Other.,BD,Bangladesh,Implementation,Bilateral,Project-type interventions
GB,GBP,1051043,0,0,46774,2011-07-01,2011-07-01,2011,2011-07-01,2016-06-30,2016-06-30,,,Other.,BD,Bangladesh,Implementation,Bilateral,Project-type interventions
GB,GBP,2938550,1176044,0,0,2012-07-01,2012-07-01,2012,2012-07-01,2015-12-31,2015-12-31,,,Other.,BD,Bangladesh,Implementation,Bilateral,Project-type interventions
GB,GBP,178214,0,0,178038,2010-10-27,2010-10-27,2010,2010-10-27,2017-03-31,2017-03-31,,,Other.,BD,Bangladesh,Implementation,Bilateral,Project-type interventions
GB,GBP,29821785,0,0,565268,2014-02-01,2014-02-01,2014,2014-02-01,2018-10-31,2018-10-31,,,Other.,BD,Bangladesh,Implementation,Bilateral,Project-type interventions
GB,GBP,40000,0,0,40000,2010-12-31,2010-12-31,2010,2010-12-31,2014-03-31,2014-03-31,2014-03-31,2014-03-31,Donor country-based NGO,BD,Bangladesh,Implementation,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,203691,0,0,202067,2011-08-31,2011-08-31,2011,2011-08-31,2014-03-31,2014-03-31,2014-03-31,2014-03-31,Other.,BD,Bangladesh,Implementation,Bilateral,Project-type interventions
GB,GBP,50000,50000,0,0,2011-11-01,2011-11-01,2011,2011-11-01,2012-10-31,2012-10-31,2012-10-31,2012-10-31,Centre for Health and Population Research,BD,Bangladesh,Implementation,Bilateral,Project-type interventions
GB,GBP,11263376,150638,0,910,2011-06-27,2011-06-27,2011,2011-06-27,2016-06-26,2016-06-26,,,Other.,BD,Bangladesh,Implementation,Bilateral,Project-type interventions
GB,GBP,1000000,728000,0,0,2011-06-27,2011-06-27,2011,2011-06-27,2016-06-26,2016-06-26,,,Developing country-based NGO,BD,Bangladesh,Implementation,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,440000,440000,0,0,2012-01-15,2012-01-15,2012,2012-01-15,2012-03-31,2012-03-31,2012-03-31,2012-03-31,World Food Programme,BD,Bangladesh,Implementation,Bilateral,Project-type interventions
GB,GBP,76000,76000,0,0,2013-02-01,2013-02-01,2013,2013-02-01,2013-12-31,2013-12-31,2013-12-31,2013-12-31,World Food Programme,BD,Bangladesh,Implementation,Bilateral,Project-type interventions
GB,GBP,2000000,2000000,0,0,2013-01-01,2013-01-01,2013,2013-01-01,2013-07-31,2013-07-31,2013-07-31,2013-07-31,Donor country-based NGO,BD,Bangladesh,Implementation,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,268898,268892,0,0,2013-02-01,2013-02-01,2013,2013-02-01,2014-01-31,2014-01-31,2014-01-31,2014-01-31,Donor country-based NGO,BD,Bangladesh,Implementation,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,1750000,1750000,0,0,2013-08-25,2013-08-25,2013,2013-08-25,2014-02-25,2014-02-25,2014-02-25,2014-02-25,Donor country-based NGO,BD,Bangladesh,Implementation,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,1801434,1801434,0,0,2014-03-01,2014-03-01,2014,2014-03-01,2014-09-30,2014-09-30,,,World Food Programme,BD,Bangladesh,Implementation,Bilateral,Project-type interventions
GB,GBP,19241,19241,0,0,2014-04-01,2014-04-01,2014,2014-04-01,2014-07-31,2014-07-31,2014-07-31,2014-07-31,Donor country-based NGO,BD,Bangladesh,Implementation,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,1190824,0,0,0,2014-10-01,2014-10-01,2014,2014-10-01,2016-06-01,2016-06-01,,,,BD,Bangladesh,Implementation,Bilateral,Project-type interventions
GB,GBP,190227,114700,0,0,2014-07-01,2014-07-01,2014,2014-07-01,2015-06-30,2015-06-30,,,World Food Programme,BD,Bangladesh,Implementation,Bilateral,Project-type interventions
GB,GBP,60000,0,0,0,2014-05-29,2014-05-29,2014,2014-05-29,2017-09-30,2017-09-30,,,,BD,Bangladesh,Implementation,Bilateral,Project-type interventions
